epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,2099.08,0.56598,0.47663,1.15221,1,0.79353,0.95382,0.5044,1.38475,1.13993,2.68758,0.00152893,0.00152893,0.00152893
189,2109.84,0.50542,0.49346,1.14265,1,0.79353,0.95382,0.5044,1.38475,1.13993,2.68758,0.00152641,0.00152641,0.00152641
190,2120.59,0.62342,0.52655,1.24421,0.97909,1,0.995,0.57778,1.36672,0.84597,2.62298,0.00152389,0.00152389,0.00152389
191,2131.32,0.63534,0.49203,1.21852,0.97909,1,0.995,0.57778,1.36672,0.84597,2.62298,0.00152137,0.00152137,0.00152137
192,2142.54,0.53505,0.51326,1.14013,0.9888,1,0.995,0.58683,1.30557,0.73668,2.65844,0.00151885,0.00151885,0.00151885
193,2153.38,0.60018,0.48759,1.18186,0.9888,1,0.995,0.58683,1.30557,0.73668,2.65844,0.00151634,0.00151634,0.00151634
194,2164.02,0.6234,0.62961,1.22189,0.98438,1,0.995,0.5852,1.3235,0.83564,2.67519,0.00151382,0.00151382,0.00151382
195,2174.73,0.58037,0.48844,1.17193,0.98438,1,0.995,0.5852,1.3235,0.83564,2.67519,0.0015113,0.0015113,0.0015113
196,2185.43,0.56143,0.51956,1.16522,0.98862,1,0.995,0.62372,1.20202,0.82194,2.473,0.00150878,0.00150878,0.00150878
197,2195.97,0.54193,0.45904,1.13083,0.98862,1,0.995,0.62372,1.20202,0.82194,2.473,0.00150626,0.00150626,0.00150626
198,2206.98,0.61282,0.5761,1.18195,0.97736,1,0.995,0.6178,1.10857,0.80356,2.22222,0.00150374,0.00150374,0.00150374
199,2217.75,0.51891,0.52068,1.10402,0.97736,1,0.995,0.6178,1.10857,0.80356,2.22222,0.00150122,0.00150122,0.00150122
200,2228.42,0.71191,0.5917,1.20856,0.97262,1,0.995,0.62761,1.02714,0.89767,2.09444,0.0014987,0.0014987,0.0014987
201,2239.09,0.64985,0.52538,1.23844,0.97262,1,0.995,0.62761,1.02714,0.89767,2.09444,0.00149618,0.00149618,0.00149618
202,2249.75,0.5483,0.51012,1.14818,0.97898,1,0.995,0.66777,1.03852,0.82789,2.07565,0.00149366,0.00149366,0.00149366
203,2260.35,0.54736,0.5236,1.22397,0.97898,1,0.995,0.66777,1.03852,0.82789,2.07565,0.00149115,0.00149115,0.00149115
204,2271.58,0.53464,0.49523,1.13282,0.99454,1,0.995,0.63804,1.05873,0.77108,2.16006,0.00148863,0.00148863,0.00148863
205,2282.66,0.62508,0.52552,1.17949,0.99454,1,0.995,0.63804,1.05873,0.77108,2.16006,0.00148611,0.00148611,0.00148611
206,2293.27,0.59425,0.52588,1.28743,1,0.99004,0.995,0.61938,1.0979,0.71342,2.17671,0.00148359,0.00148359,0.00148359
207,2303.98,0.56472,0.46269,1.17238,1,0.99004,0.995,0.61938,1.0979,0.71342,2.17671,0.00148107,0.00148107,0.00148107
208,2314.67,0.59222,0.48536,1.10455,0.87044,0.9,0.95643,0.60287,1.05656,0.78558,2.20029,0.00147855,0.00147855,0.00147855
209,2325.22,0.49055,0.41948,1.09658,0.87044,0.9,0.95643,0.60287,1.05656,0.78558,2.20029,0.00147603,0.00147603,0.00147603
210,2336.36,0.54669,0.46916,1.18412,1,0.8713,0.96643,0.59998,1.12979,1.06495,2.30862,0.00147351,0.00147351,0.00147351
211,2347.29,0.62083,0.50402,1.1998,1,0.8713,0.96643,0.59998,1.12979,1.06495,2.30862,0.00147099,0.00147099,0.00147099
212,2357.97,0.53032,0.50062,1.05888,0.83199,0.99116,0.97833,0.64084,1.08049,1.03808,2.31448,0.00146847,0.00146847,0.00146847
213,2368.55,0.51049,0.40101,1.09948,0.83199,0.99116,0.97833,0.64084,1.08049,1.03808,2.31448,0.00146595,0.00146595,0.00146595
214,2379.23,0.57271,0.42822,1.18266,0.89206,0.9,0.9475,0.51061,1.35883,1.12226,2.51184,0.00146344,0.00146344,0.00146344
215,2389.91,0.50725,0.47168,1.11529,0.89206,0.9,0.9475,0.51061,1.35883,1.12226,2.51184,0.00146092,0.00146092,0.00146092
216,2401.03,0.58805,0.52419,1.19473,0.89903,0.89131,0.89352,0.51084,1.56797,1.08586,2.76471,0.0014584,0.0014584,0.0014584
217,2412.24,0.55865,0.49438,1.13296,0.89903,0.89131,0.89352,0.51084,1.56797,1.08586,2.76471,0.00145588,0.00145588,0.00145588
218,2423.1,0.62245,0.47415,1.20048,0.80806,0.9,0.87464,0.5227,1.51148,1.13511,2.78236,0.00145336,0.00145336,0.00145336
219,2433.68,0.56983,0.43267,1.11016,0.80806,0.9,0.87464,0.5227,1.51148,1.13511,2.78236,0.00145084,0.00145084,0.00145084
220,2444.47,0.68426,0.48552,1.24208,0.90521,0.8,0.81903,0.54469,1.42165,1.159,2.74042,0.00144832,0.00144832,0.00144832
221,2455.07,0.56593,0.51922,1.18756,0.90521,0.8,0.81903,0.54469,1.42165,1.159,2.74042,0.0014458,0.0014458,0.0014458
222,2465.87,0.51516,0.46082,1.12267,0.86203,0.8,0.7731,0.48278,1.48461,1.25572,2.6968,0.00144328,0.00144328,0.00144328
223,2477,0.51018,0.43773,1.13589,0.86203,0.8,0.7731,0.48278,1.48461,1.25572,2.6968,0.00144076,0.00144076,0.00144076
224,2487.77,0.48443,0.48768,1.133,0.78461,0.8,0.72194,0.38817,1.6906,1.5126,2.7614,0.00143824,0.00143824,0.00143824
225,2498.37,0.64592,0.4796,1.16268,0.78461,0.8,0.72194,0.38817,1.6906,1.5126,2.7614,0.00143573,0.00143573,0.00143573
226,2509.08,0.55931,0.49832,1.11493,0.71426,0.8,0.69397,0.36314,1.81465,1.40811,2.76705,0.00143321,0.00143321,0.00143321
227,2519.75,0.5851,0.46859,1.14,0.71426,0.8,0.69397,0.36314,1.81465,1.40811,2.76705,0.00143069,0.00143069,0.00143069
228,2530.59,0.52486,0.44393,1.14615,0.74797,0.6,0.64291,0.38287,1.79213,1.25858,2.65219,0.00142817,0.00142817,0.00142817
229,2541.81,0.54948,0.47881,1.17036,0.74797,0.6,0.64291,0.38287,1.79213,1.25858,2.65219,0.00142565,0.00142565,0.00142565
230,2552.42,0.51957,0.45721,1.12176,0.88075,0.5,0.59789,0.37891,1.89379,1.18136,2.79521,0.00142313,0.00142313,0.00142313
231,2562.99,0.51124,0.50106,1.11815,0.88075,0.5,0.59789,0.37891,1.89379,1.18136,2.79521,0.00142061,0.00142061,0.00142061
232,2573.71,0.55194,0.54276,1.19181,0.83249,0.6,0.66555,0.44704,1.57244,0.99822,2.49856,0.00141809,0.00141809,0.00141809
233,2584.42,0.53703,0.44593,1.15017,0.83249,0.6,0.66555,0.44704,1.57244,0.99822,2.49856,0.00141557,0.00141557,0.00141557
234,2595.33,0.44841,0.43578,1.09244,0.82671,0.6,0.64638,0.40042,1.47835,1.11687,2.42489,0.00141305,0.00141305,0.00141305
235,2606.63,0.44124,0.41401,1.07341,0.82671,0.6,0.64638,0.40042,1.47835,1.11687,2.42489,0.00141053,0.00141053,0.00141053
236,2617.51,0.51145,0.42562,1.12601,0.84203,0.7,0.83528,0.41887,1.31933,1.17456,2.25197,0.00140802,0.00140802,0.00140802
237,2628.47,0.54747,0.44161,1.10343,0.84203,0.7,0.83528,0.41887,1.31933,1.17456,2.25197,0.0014055,0.0014055,0.0014055
238,2639.5,0.43242,0.44737,1.10318,0.88749,0.9,0.96833,0.44899,1.25446,1.14572,2.18713,0.00140298,0.00140298,0.00140298
239,2650.16,0.47445,0.41008,1.10021,0.88749,0.9,0.96833,0.44899,1.25446,1.14572,2.18713,0.00140046,0.00140046,0.00140046
240,2661.03,0.66776,0.50208,1.23332,0.78395,0.8,0.79196,0.4514,1.35378,1.21872,2.32359,0.00139794,0.00139794,0.00139794
241,2672.3,0.53294,0.43413,1.13819,0.78395,0.8,0.79196,0.4514,1.35378,1.21872,2.32359,0.00139542,0.00139542,0.00139542
242,2683.14,0.51099,0.43552,1.10024,0.90576,0.96336,0.98591,0.49949,1.24888,1.09046,2.2849,0.0013929,0.0013929,0.0013929
243,2694.68,0.54879,0.46364,1.11634,0.90576,0.96336,0.98591,0.49949,1.24888,1.09046,2.2849,0.00139038,0.00139038,0.00139038
244,2706.22,0.47446,0.40583,1.12575,0.82103,1,0.93833,0.54022,1.13688,1.05926,2.1762,0.00138786,0.00138786,0.00138786
245,2716.96,0.45605,0.38707,1.12059,0.82103,1,0.93833,0.54022,1.13688,1.05926,2.1762,0.00138534,0.00138534,0.00138534
246,2727.76,0.57298,0.45384,1.19211,0.75768,1,0.79654,0.49847,1.28319,1.005,2.2319,0.00138282,0.00138282,0.00138282
247,2738.83,0.4911,0.45845,1.16385,0.75768,1,0.79654,0.49847,1.28319,1.005,2.2319,0.00138031,0.00138031,0.00138031
248,2749.48,0.47811,0.39434,1.08279,0.75233,1,0.77754,0.45838,1.37015,1.11898,2.34918,0.00137779,0.00137779,0.00137779
249,2760.5,0.44518,0.42125,1.0911,0.75233,1,0.77754,0.45838,1.37015,1.11898,2.34918,0.00137527,0.00137527,0.00137527
250,2771.38,0.57772,0.47981,1.15833,0.82225,0.8,0.84417,0.47863,1.43668,1.26696,2.49515,0.00137275,0.00137275,0.00137275
251,2782.08,0.51646,0.43154,1.13084,0.82225,0.8,0.84417,0.47863,1.43668,1.26696,2.49515,0.00137023,0.00137023,0.00137023
252,2792.87,0.43634,0.44895,1.04806,0.87552,0.9,0.87693,0.49308,1.29404,1.01862,2.44214,0.00136771,0.00136771,0.00136771
253,2804.14,0.50679,0.4694,1.11897,0.87552,0.9,0.87693,0.49308,1.29404,1.01862,2.44214,0.00136519,0.00136519,0.00136519
254,2814.97,0.52476,0.47461,1.12485,0.88855,1,0.94045,0.55071,1.24259,0.87347,2.41221,0.00136267,0.00136267,0.00136267
255,2825.86,0.48536,0.46675,1.07705,0.88855,1,0.94045,0.55071,1.24259,0.87347,2.41221,0.00136015,0.00136015,0.00136015
256,2836.78,0.6018,0.60682,1.20002,0.896,1,0.94955,0.5484,1.2505,0.82868,2.41849,0.00135763,0.00135763,0.00135763
257,2847.45,0.48208,0.47307,1.10887,0.896,1,0.94955,0.5484,1.2505,0.82868,2.41849,0.00135511,0.00135511,0.00135511
258,2858.26,0.41861,0.42307,1.11415,0.8888,1,0.98591,0.58137,1.18229,0.88844,2.34896,0.0013526,0.0013526,0.0013526
259,2869.46,0.51846,0.47553,1.13974,0.8888,1,0.98591,0.58137,1.18229,0.88844,2.34896,0.00135008,0.00135008,0.00135008
260,2880.12,0.454,0.36785,1.09015,0.74963,0.89836,0.89135,0.57062,1.13856,0.94429,2.33868,0.00134756,0.00134756,0.00134756
261,2891,0.4865,0.48272,1.1257,0.74963,0.89836,0.89135,0.57062,1.13856,0.94429,2.33868,0.00134504,0.00134504,0.00134504
262,2901.87,0.49089,0.43693,1.1587,0.9076,0.9836,0.98591,0.61508,1.09897,0.94588,2.16867,0.00134252,0.00134252,0.00134252
263,2913.02,0.49886,0.4348,1.1199,0.9076,0.9836,0.98591,0.61508,1.09897,0.94588,2.16867,0.00134,0.00134,0.00134
264,2924.16,0.47749,0.39362,1.15464,0.88104,1,0.95864,0.64286,1.06054,0.88342,2.12308,0.00133748,0.00133748,0.00133748
265,2935.43,0.56901,0.48778,1.15119,0.88104,1,0.95864,0.64286,1.06054,0.88342,2.12308,0.00133496,0.00133496,0.00133496
266,2946.49,0.726,0.564,1.2569,0.89876,1,0.96773,0.64786,1.08815,0.72068,2.22614,0.00133244,0.00133244,0.00133244
267,2957.46,0.51299,0.48247,1.10619,0.89876,1,0.96773,0.64786,1.08815,0.72068,2.22614,0.00132992,0.00132992,0.00132992
268,2968.5,0.50766,0.41623,1.11632,0.93022,1,0.995,0.65156,1.07512,0.587,2.26132,0.0013274,0.0013274,0.0013274
269,2979.14,0.53834,0.47376,1.08137,0.93022,1,0.995,0.65156,1.07512,0.587,2.26132,0.00132489,0.00132489,0.00132489
270,2989.91,0.45699,0.47122,1.07064,0.98804,1,0.995,0.6298,1.08956,0.5714,2.3284,0.00132237,0.00132237,0.00132237
271,3001.26,0.46244,0.41867,1.16143,0.98804,1,0.995,0.6298,1.08956,0.5714,2.3284,0.00131985,0.00131985,0.00131985
272,3011.97,0.54594,0.4378,1.13248,0.9914,1,0.995,0.65308,1.1007,0.56448,2.28921,0.00131733,0.00131733,0.00131733
273,3022.91,0.58776,0.45341,1.22136,0.9914,1,0.995,0.65308,1.1007,0.56448,2.28921,0.00131481,0.00131481,0.00131481
274,3033.69,0.51381,0.45887,1.16225,0.9908,1,0.995,0.64927,1.08333,0.58901,2.2087,0.00131229,0.00131229,0.00131229
275,3044.98,0.52094,0.44331,1.15088,0.9908,1,0.995,0.64927,1.08333,0.58901,2.2087,0.00130977,0.00130977,0.00130977
276,3055.7,0.53586,0.47064,1.18456,0.9919,1,0.995,0.63807,1.01773,0.56211,2.01018,0.00130725,0.00130725,0.00130725
277,3066.98,0.46551,0.38665,1.06771,0.9919,1,0.995,0.63807,1.01773,0.56211,2.01018,0.00130473,0.00130473,0.00130473
278,3077.89,0.50163,0.42845,1.14425,0.99225,1,0.995,0.65019,1.11441,0.5919,2.058,0.00130221,0.00130221,0.00130221
279,3088.73,0.5296,0.5337,1.09317,0.99225,1,0.995,0.65019,1.11441,0.5919,2.058,0.00129969,0.00129969,0.00129969
280,3099.63,0.57975,0.53576,1.17578,0.98865,1,0.995,0.62784,1.15514,0.64547,2.01194,0.00129718,0.00129718,0.00129718
281,3110.24,0.54501,0.48719,1.11873,0.98865,1,0.995,0.62784,1.15514,0.64547,2.01194,0.00129466,0.00129466,0.00129466
282,3120.91,0.48183,0.44993,1.11116,1,0.87219,0.94763,0.5674,1.28963,0.82282,2.08206,0.00129214,0.00129214,0.00129214
283,3132.1,0.50709,0.42688,1.12446,1,0.87219,0.94763,0.5674,1.28963,0.82282,2.08206,0.00128962,0.00128962,0.00128962
284,3142.82,0.50555,0.42127,1.15332,0.67858,0.9,0.83559,0.45213,1.64946,1.18117,2.56529,0.0012871,0.0012871,0.0012871
285,3153.65,0.50772,0.4295,1.07105,0.67858,0.9,0.83559,0.45213,1.64946,1.18117,2.56529,0.00128458,0.00128458,0.00128458
286,3164.51,0.47414,0.38478,1.13414,0.51925,0.8,0.57602,0.3411,1.74542,1.79501,2.88832,0.00128206,0.00128206,0.00128206
287,3175.16,0.46534,0.44038,1.03702,0.51925,0.8,0.57602,0.3411,1.74542,1.79501,2.88832,0.00127954,0.00127954,0.00127954
288,3185.97,0.40774,0.38279,1.02812,0.55547,0.8,0.63706,0.29015,2.1426,1.78653,3.54692,0.00127702,0.00127702,0.00127702
289,3197.49,0.49802,0.48044,1.1223,0.55547,0.8,0.63706,0.29015,2.1426,1.78653,3.54692,0.0012745,0.0012745,0.0012745
290,3208.46,0.51378,0.42249,1.13978,0.61331,0.8,0.71738,0.30545,1.94921,1.45324,3.22811,0.00127198,0.00127198,0.00127198
291,3219.27,0.4936,0.49186,1.14706,0.61331,0.8,0.71738,0.30545,1.94921,1.45324,3.22811,0.00126947,0.00126947,0.00126947
292,3230.38,0.51028,0.46338,1.14175,0.75124,0.6,0.74446,0.42707,1.87768,1.02989,3.01757,0.00126695,0.00126695,0.00126695
293,3241.08,0.50503,0.42883,1.12795,0.75124,0.6,0.74446,0.42707,1.87768,1.02989,3.01757,0.00126443,0.00126443,0.00126443
294,3252.03,0.46056,0.38563,1.11438,0.6653,0.7955,0.72193,0.51088,1.52028,0.86551,2.7618,0.00126191,0.00126191,0.00126191
295,3263.23,0.45212,0.36121,1.05528,0.6653,0.7955,0.72193,0.51088,1.52028,0.86551,2.7618,0.00125939,0.00125939,0.00125939
296,3273.98,0.50147,0.42167,1.06799,0.99775,0.6,0.78368,0.50817,1.34658,1.03453,2.6781,0.00125687,0.00125687,0.00125687
297,3285,0.52861,0.43645,1.17058,0.99775,0.6,0.78368,0.50817,1.34658,1.03453,2.6781,0.00125435,0.00125435,0.00125435
298,3296.03,0.48068,0.44321,1.09518,0.74219,0.86566,0.84111,0.52576,1.32276,1.04257,2.68771,0.00125183,0.00125183,0.00125183
299,3306.69,0.57257,0.46075,1.15792,0.74219,0.86566,0.84111,0.52576,1.32276,1.04257,2.68771,0.00124931,0.00124931,0.00124931
300,3317.53,0.44569,0.39134,1.05424,0.57598,1,0.82718,0.46098,1.55588,1.06509,3.20315,0.00124679,0.00124679,0.00124679
301,3328.78,0.54246,0.43737,1.15238,0.57598,1,0.82718,0.46098,1.55588,1.06509,3.20315,0.00124427,0.00124427,0.00124427
302,3339.64,0.42849,0.35202,1.06343,0.55376,0.99313,0.77229,0.4003,1.62588,1.25552,3.14767,0.00124176,0.00124176,0.00124176
303,3350.48,0.45633,0.39179,1.09966,0.55376,0.99313,0.77229,0.4003,1.62588,1.25552,3.14767,0.00123924,0.00123924,0.00123924
304,3361.48,0.44302,0.38991,1.16527,0.88603,0.77942,0.89956,0.5065,1.49245,1.01206,3.11821,0.00123672,0.00123672,0.00123672
305,3372.19,0.48293,0.4033,1.10484,0.88603,0.77942,0.89956,0.5065,1.49245,1.01206,3.11821,0.0012342,0.0012342,0.0012342
306,3382.91,0.46601,0.41319,1.09912,0.81686,0.89273,0.90222,0.50866,1.43063,1.03571,2.97463,0.00123168,0.00123168,0.00123168
307,3394.01,0.51069,0.39307,1.11213,0.81686,0.89273,0.90222,0.50866,1.43063,1.03571,2.97463,0.00122916,0.00122916,0.00122916
308,3404.87,0.47003,0.38781,1.03659,0.74604,0.88256,0.84096,0.48695,1.34747,0.88195,2.80843,0.00122664,0.00122664,0.00122664
309,3415.59,0.43458,0.3735,1.10096,0.74604,0.88256,0.84096,0.48695,1.34747,0.88195,2.80843,0.00122412,0.00122412,0.00122412
310,3426.51,0.48465,0.3992,1.10037,0.85086,0.8,0.81663,0.5203,1.24239,0.89699,2.58074,0.0012216,0.0012216,0.0012216
311,3437.3,0.38701,0.37118,1.04522,0.85086,0.8,0.81663,0.5203,1.24239,0.89699,2.58074,0.00121908,0.00121908,0.00121908
312,3448.11,0.4695,0.39094,1.0397,0.88973,0.9,0.90667,0.53453,1.26714,1.04569,2.60892,0.00121656,0.00121656,0.00121656
313,3459.28,0.35044,0.34717,1.01757,0.88973,0.9,0.90667,0.53453,1.26714,1.04569,2.60892,0.00121405,0.00121405,0.00121405
314,3470.11,0.46635,0.39478,1.09977,0.88138,0.8,0.91834,0.55917,1.31691,1.07624,2.69629,0.00121153,0.00121153,0.00121153
315,3480.79,0.42882,0.3609,1.05888,0.88138,0.8,0.91834,0.55917,1.31691,1.07624,2.69629,0.00120901,0.00120901,0.00120901
316,3491.76,0.43119,0.36111,1.06104,0.87829,0.8,0.92556,0.59095,1.16307,0.91894,2.45817,0.00120649,0.00120649,0.00120649
317,3502.48,0.53702,0.42832,1.1986,0.87829,0.8,0.92556,0.59095,1.16307,0.91894,2.45817,0.00120397,0.00120397,0.00120397
318,3513.11,0.38909,0.37557,1.06057,0.79533,0.8,0.85595,0.60384,1.12196,0.99233,2.22708,0.00120145,0.00120145,0.00120145
319,3524.22,0.41922,0.34319,1.08058,0.79533,0.8,0.85595,0.60384,1.12196,0.99233,2.22708,0.00119893,0.00119893,0.00119893
320,3534.96,0.43655,0.42031,1.05345,0.75779,1,0.94263,0.61724,1.12352,0.93215,2.13687,0.00119641,0.00119641,0.00119641
321,3545.7,0.45758,0.36121,1.05012,0.75779,1,0.94263,0.61724,1.12352,0.93215,2.13687,0.00119389,0.00119389,0.00119389
322,3556.92,0.419,0.33411,1.09252,0.89463,0.9,0.9475,0.62336,1.19151,0.76715,2.26159,0.00119137,0.00119137,0.00119137
323,3567.56,0.44162,0.3712,1.0413,0.89463,0.9,0.9475,0.62336,1.19151,0.76715,2.26159,0.00118885,0.00118885,0.00118885
324,3578.33,0.4337,0.42487,1.06554,0.89205,0.9,0.89564,0.58734,1.2267,0.72292,2.36394,0.00118634,0.00118634,0.00118634
325,3589.5,0.4643,0.39657,1.11829,0.89205,0.9,0.89564,0.58734,1.2267,0.72292,2.36394,0.00118382,0.00118382,0.00118382
326,3601.13,0.4642,0.42487,1.09598,0.8917,0.9,0.90848,0.60842,1.21188,0.67272,2.34695,0.0011813,0.0011813,0.0011813
327,3612.27,0.39923,0.35356,1.06326,0.8917,0.9,0.90848,0.60842,1.21188,0.67272,2.34695,0.00117878,0.00117878,0.00117878
328,3623.26,0.46064,0.37378,1.06051,0.89164,0.9,0.91045,0.5919,1.16833,0.58365,2.2054,0.00117626,0.00117626,0.00117626
329,3633.82,0.49783,0.37459,1.11007,0.89164,0.9,0.91045,0.5919,1.16833,0.58365,2.2054,0.00117374,0.00117374,0.00117374
330,3644.48,0.46719,0.38622,1.10061,0.9964,1,0.995,0.60768,1.1097,0.53272,2.08688,0.00117122,0.00117122,0.00117122
331,3655.63,0.52451,0.44468,1.19193,0.9964,1,0.995,0.60768,1.1097,0.53272,2.08688,0.0011687,0.0011687,0.0011687
332,3666.38,0.3886,0.46792,1.06486,0.99487,1,0.995,0.60927,1.10366,0.62513,2.1201,0.00116618,0.00116618,0.00116618
333,3677.11,0.47238,0.34266,1.14302,0.99487,1,0.995,0.60927,1.10366,0.62513,2.1201,0.00116366,0.00116366,0.00116366
334,3688.15,0.397,0.35082,1.04448,0.92788,0.9,0.98591,0.61638,1.13915,0.75966,2.19744,0.00116115,0.00116115,0.00116115
335,3698.74,0.39238,0.34831,1.06618,0.92788,0.9,0.98591,0.61638,1.13915,0.75966,2.19744,0.00115863,0.00115863,0.00115863
336,3709.57,0.53591,0.49554,1.20823,1,0.97619,0.995,0.64978,1.17522,0.70366,2.2308,0.00115611,0.00115611,0.00115611
337,3720.64,0.39644,0.34681,1.08064,1,0.97619,0.995,0.64978,1.17522,0.70366,2.2308,0.00115359,0.00115359,0.00115359
338,3731.66,0.50122,0.39383,1.15024,0.99389,1,0.995,0.658,1.24632,0.5849,2.23954,0.00115107,0.00115107,0.00115107
339,3742.43,0.49579,0.42337,1.11305,0.99389,1,0.995,0.658,1.24632,0.5849,2.23954,0.00114855,0.00114855,0.00114855
340,3753.49,0.53344,0.43045,1.18481,0.99147,1,0.995,0.69898,1.19135,0.56838,2.24628,0.00114603,0.00114603,0.00114603
341,3764.14,0.41702,0.36491,1.03069,0.99147,1,0.995,0.69898,1.19135,0.56838,2.24628,0.00114351,0.00114351,0.00114351
342,3774.76,0.4781,0.43646,1.16477,0.98903,1,0.995,0.69128,1.13117,0.56415,2.15812,0.00114099,0.00114099,0.00114099
343,3785.77,0.51372,0.36192,1.12334,0.98903,1,0.995,0.69128,1.13117,0.56415,2.15812,0.00113847,0.00113847,0.00113847
344,3796.68,0.37647,0.32093,1.01265,0.95901,1,0.995,0.71288,1.05403,0.55959,2.10126,0.00113595,0.00113595,0.00113595
345,3807.38,0.41232,0.33943,1.14432,0.95901,1,0.995,0.71288,1.05403,0.55959,2.10126,0.00113344,0.00113344,0.00113344
346,3818.51,0.42516,0.36543,1.06514,0.90376,1,0.97682,0.64612,1.08238,0.60738,2.22118,0.00113092,0.00113092,0.00113092
347,3829.32,0.38967,0.34429,1.06323,0.90376,1,0.97682,0.64612,1.08238,0.60738,2.22118,0.0011284,0.0011284,0.0011284
348,3840.15,0.4281,0.34906,1.06714,0.90502,1,0.94045,0.58293,1.08161,0.65344,2.34465,0.00112588,0.00112588,0.00112588
349,3851.5,0.49066,0.45116,1.08247,0.90502,1,0.94045,0.58293,1.08161,0.65344,2.34465,0.00112336,0.00112336,0.00112336
350,3862.69,0.42607,0.35096,1.05519,0.74926,0.89673,0.75387,0.48372,1.11137,0.73004,2.4702,0.00112084,0.00112084,0.00112084
351,3873.3,0.42399,0.36787,1.06731,0.74926,0.89673,0.75387,0.48372,1.11137,0.73004,2.4702,0.00111832,0.00111832,0.00111832
352,3884.31,0.41423,0.3464,1.05345,0.72107,0.8,0.73173,0.41926,1.26999,0.94379,2.64472,0.0011158,0.0011158,0.0011158
353,3895.03,0.39319,0.32243,1.06218,0.72107,0.8,0.73173,0.41926,1.26999,0.94379,2.64472,0.00111328,0.00111328,0.00111328
354,3905.8,0.4359,0.38287,1.03359,0.89964,0.89678,0.86833,0.44134,1.41752,0.99313,2.98735,0.00111076,0.00111076,0.00111076
355,3916.85,0.40206,0.34591,1.03641,0.89964,0.89678,0.86833,0.44134,1.41752,0.99313,2.98735,0.00110824,0.00110824,0.00110824
356,3927.69,0.40549,0.32886,1.10254,0.81733,0.89531,0.85869,0.43449,1.47206,1.07436,3.2228,0.00110573,0.00110573,0.00110573
357,3938.27,0.41838,0.35722,1.028,0.81733,0.89531,0.85869,0.43449,1.47206,1.07436,3.2228,0.00110321,0.00110321,0.00110321
358,3949.32,0.37446,0.34454,1.03672,0.87387,0.8,0.85739,0.44943,1.50218,1.02734,3.19831,0.00110069,0.00110069,0.00110069
359,3960,0.34778,0.3798,1.02457,0.87387,0.8,0.85739,0.44943,1.50218,1.02734,3.19831,0.00109817,0.00109817,0.00109817
360,3970.82,0.36186,0.31656,1.02397,0.88412,0.8,0.86599,0.44562,1.50234,1.01945,3.15415,0.00109565,0.00109565,0.00109565
361,3981.94,0.41455,0.33969,1.0182,0.88412,0.8,0.86599,0.44562,1.50234,1.01945,3.15415,0.00109313,0.00109313,0.00109313
362,3993.07,0.41419,0.37139,1.05461,0.95514,0.8,0.85163,0.44966,1.52583,0.9969,3.09505,0.00109061,0.00109061,0.00109061
363,4003.67,0.43283,0.36722,1.07794,0.95514,0.8,0.85163,0.44966,1.52583,0.9969,3.09505,0.00108809,0.00108809,0.00108809
364,4014.74,0.41087,0.34225,1.06581,0.97634,0.8,0.85333,0.45919,1.55853,1.0758,3.08141,0.00108557,0.00108557,0.00108557
365,4025.32,0.42622,0.35343,1.06037,0.97634,0.8,0.85333,0.45919,1.55853,1.0758,3.08141,0.00108305,0.00108305,0.00108305
366,4036.05,0.40361,0.32841,1.05057,0.98549,0.8,0.86717,0.45911,1.49663,1.04435,2.96307,0.00108053,0.00108053,0.00108053
367,4047.01,0.40919,0.37334,1.09362,0.98549,0.8,0.86717,0.45911,1.49663,1.04435,2.96307,0.00107802,0.00107802,0.00107802
368,4058.11,0.43849,0.38308,1.10596,0.96685,0.8,0.89857,0.51506,1.4185,0.9358,2.73195,0.0010755,0.0010755,0.0010755
369,4068.74,0.48409,0.402,1.08266,0.96685,0.8,0.89857,0.51506,1.4185,0.9358,2.73195,0.00107298,0.00107298,0.00107298
370,4079.83,0.42661,0.34393,1.01742,0.89116,0.9,0.9475,0.55673,1.41271,0.80359,2.67264,0.00107046,0.00107046,0.00107046
371,4090.49,0.40233,0.30915,1.01802,0.89116,0.9,0.9475,0.55673,1.41271,0.80359,2.67264,0.00106794,0.00106794,0.00106794
372,4101.32,0.40781,0.32625,1.05918,0.90864,0.99505,0.97682,0.58475,1.33984,0.68653,2.53254,0.00106542,0.00106542,0.00106542
373,4112.27,0.43931,0.34407,1.04626,0.90864,0.99505,0.97682,0.58475,1.33984,0.68653,2.53254,0.0010629,0.0010629,0.0010629
374,4123.42,0.44277,0.40003,1.06813,0.9008,1,0.96773,0.58269,1.30126,0.83665,2.5035,0.00106038,0.00106038,0.00106038
375,4134.03,0.39907,0.36371,1.04808,0.9008,1,0.96773,0.58269,1.30126,0.83665,2.5035,0.00105786,0.00105786,0.00105786
376,4145.02,0.66768,0.51701,1.35101,0.90656,1,0.98591,0.60587,1.2413,0.7815,2.47522,0.00105534,0.00105534,0.00105534
377,4155.74,0.55698,0.44505,1.13912,0.90656,1,0.98591,0.60587,1.2413,0.7815,2.47522,0.00105282,0.00105282,0.00105282
