epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
567,6217.06,0.31219,0.2674,0.99638,0.99313,1,0.995,0.64799,1.10812,0.5336,2.2656,0.000574198,0.000574198,0.000574198
568,6228.32,0.29865,0.28934,0.98228,0.99153,1,0.995,0.66746,1.09333,0.50744,2.28344,0.000571679,0.000571679,0.000571679
569,6239,0.28111,0.25736,0.99564,0.99153,1,0.995,0.66746,1.09333,0.50744,2.28344,0.00056916,0.00056916,0.00056916
570,6249.83,0.26277,0.25208,0.96427,0.9938,1,0.995,0.6342,1.08222,0.51365,2.26515,0.000566641,0.000566641,0.000566641
571,6260.63,0.3056,0.24104,1.01319,0.9938,1,0.995,0.6342,1.08222,0.51365,2.26515,0.000564122,0.000564122,0.000564122
572,6271.36,0.2517,0.23993,0.95174,0.99396,1,0.995,0.63623,1.09072,0.52687,2.22634,0.000561603,0.000561603,0.000561603
573,6282.39,0.33309,0.33693,1.052,0.99396,1,0.995,0.63623,1.09072,0.52687,2.22634,0.000559084,0.000559084,0.000559084
574,6293.44,0.31077,0.27601,0.99868,0.99371,1,0.995,0.66806,1.06609,0.55025,2.18312,0.000556565,0.000556565,0.000556565
575,6304.23,0.31984,0.27734,1.00911,0.99371,1,0.995,0.66806,1.06609,0.55025,2.18312,0.000554046,0.000554046,0.000554046
576,6315.19,0.33352,0.2765,1.02243,0.99358,1,0.995,0.6792,1.09013,0.53813,2.21772,0.000551527,0.000551527,0.000551527
577,6326.52,0.2642,0.27201,0.9766,0.99358,1,0.995,0.6792,1.09013,0.53813,2.21772,0.000549008,0.000549008,0.000549008
578,6337.17,0.28775,0.24224,1.02422,0.99332,1,0.995,0.67551,1.09179,0.50561,2.22777,0.000546489,0.000546489,0.000546489
579,6348.22,0.29617,0.27952,0.96778,0.99332,1,0.995,0.67551,1.09179,0.50561,2.22777,0.000543969,0.000543969,0.000543969
580,6359.27,0.2958,0.2393,0.97013,0.99357,1,0.995,0.69227,1.05907,0.48385,2.2293,0.00054145,0.00054145,0.00054145
581,6370.04,0.29256,0.27493,0.97545,0.99357,1,0.995,0.69227,1.05907,0.48385,2.2293,0.000538931,0.000538931,0.000538931
582,6380.74,0.31997,0.26347,0.99883,0.99329,1,0.995,0.7036,1.0228,0.49861,2.23117,0.000536412,0.000536412,0.000536412
583,6391.65,0.26169,0.25478,0.95709,0.99329,1,0.995,0.7036,1.0228,0.49861,2.23117,0.000533893,0.000533893,0.000533893
584,6402.42,0.33797,0.26001,0.97029,0.99279,1,0.995,0.69583,1.03116,0.4728,2.27547,0.000531374,0.000531374,0.000531374
585,6413.28,0.28244,0.23481,0.99981,0.99279,1,0.995,0.69583,1.03116,0.4728,2.27547,0.000528855,0.000528855,0.000528855
586,6424.39,0.30983,0.2688,0.98298,0.99169,1,0.995,0.67858,1.04291,0.47776,2.30684,0.000526336,0.000526336,0.000526336
587,6435.16,0.31144,0.28421,1.01399,0.99169,1,0.995,0.67858,1.04291,0.47776,2.30684,0.000523817,0.000523817,0.000523817
588,6445.91,0.27798,0.2748,0.97847,0.9908,1,0.995,0.68409,1.06473,0.50325,2.35229,0.000521298,0.000521298,0.000521298
589,6456.92,0.26996,0.21733,0.97467,0.9908,1,0.995,0.68409,1.06473,0.50325,2.35229,0.000518779,0.000518779,0.000518779
590,6467.7,0.31607,0.30953,0.98681,0.99071,1,0.995,0.68606,1.12217,0.47547,2.43919,0.00051626,0.00051626,0.00051626
591,6478.54,0.34344,0.29149,1.01278,0.99071,1,0.995,0.68606,1.12217,0.47547,2.43919,0.00051374,0.00051374,0.00051374
592,6489.48,0.28209,0.2437,0.98853,0.99158,1,0.995,0.69644,1.15876,0.48662,2.47683,0.000511221,0.000511221,0.000511221
593,6500.15,0.34469,0.35687,1.02616,0.99158,1,0.995,0.69644,1.15876,0.48662,2.47683,0.000508702,0.000508702,0.000508702
594,6510.85,0.3381,0.31462,0.98474,0.99239,1,0.995,0.65734,1.18583,0.52933,2.51396,0.000506183,0.000506183,0.000506183
595,6521.82,0.29722,0.26551,0.97796,0.99239,1,0.995,0.65734,1.18583,0.52933,2.51396,0.000503664,0.000503664,0.000503664
596,6532.47,0.32939,0.2822,0.99463,0.90259,1,0.98591,0.64106,1.16711,0.55505,2.47929,0.000501145,0.000501145,0.000501145
597,6543.38,0.31031,0.28573,0.98493,0.90259,1,0.98591,0.64106,1.16711,0.55505,2.47929,0.000498626,0.000498626,0.000498626
598,6554.4,0.29672,0.23912,0.95999,0.99245,1,0.995,0.65406,1.15171,0.54581,2.48579,0.000496107,0.000496107,0.000496107
599,6565.46,0.2742,0.28474,0.972,0.99245,1,0.995,0.65406,1.15171,0.54581,2.48579,0.000493588,0.000493588,0.000493588
600,6576.11,0.33059,0.28145,1.06349,0.99252,1,0.995,0.65432,1.12137,0.54973,2.43331,0.000491069,0.000491069,0.000491069
601,6587.21,0.31848,0.25124,1.00875,0.99252,1,0.995,0.65432,1.12137,0.54973,2.43331,0.00048855,0.00048855,0.00048855
602,6598.11,0.26143,0.24388,0.93586,0.99246,1,0.995,0.64792,1.11267,0.58745,2.41364,0.000486031,0.000486031,0.000486031
603,6609.06,0.29036,0.2754,0.99105,0.99246,1,0.995,0.64792,1.11267,0.58745,2.41364,0.000483511,0.000483511,0.000483511
604,6619.97,0.3087,0.23133,0.95318,0.93952,0.9,0.97833,0.65037,1.08441,0.5931,2.34167,0.000480992,0.000480992,0.000480992
605,6630.61,0.3148,0.24854,1.03744,0.93952,0.9,0.97833,0.65037,1.08441,0.5931,2.34167,0.000478473,0.000478473,0.000478473
606,6641.3,0.30912,0.24711,1.00199,0.89958,1,0.98591,0.63724,1.03826,0.5841,2.2678,0.000475954,0.000475954,0.000475954
607,6652.16,0.27294,0.2451,0.90845,0.89958,1,0.98591,0.63724,1.03826,0.5841,2.2678,0.000473435,0.000473435,0.000473435
608,6662.97,0.25863,0.28415,0.96112,0.89895,0.9,0.90143,0.63782,1.00924,0.54532,2.24305,0.000470916,0.000470916,0.000470916
609,6673.94,0.31617,0.28664,1.05003,0.89895,0.9,0.90143,0.63782,1.00924,0.54532,2.24305,0.000468397,0.000468397,0.000468397
610,6685.06,0.34489,0.27464,1.05476,0.99219,1,0.995,0.64706,1.01834,0.55015,2.26437,0.000465878,0.000465878,0.000465878
611,6695.73,0.28916,0.24251,0.98667,0.99219,1,0.995,0.64706,1.01834,0.55015,2.26437,0.000463359,0.000463359,0.000463359
612,6706.55,0.35191,0.2923,1.02999,0.99298,1,0.995,0.63194,1.0506,0.58527,2.35163,0.00046084,0.00046084,0.00046084
613,6717.36,0.28475,0.26,0.96014,0.99298,1,0.995,0.63194,1.0506,0.58527,2.35163,0.000458321,0.000458321,0.000458321
614,6728.15,0.3069,0.26589,0.99899,0.99371,1,0.995,0.64156,1.06547,0.63011,2.39463,0.000455802,0.000455802,0.000455802
615,6739.11,0.2593,0.24568,0.96521,0.99371,1,0.995,0.64156,1.06547,0.63011,2.39463,0.000453282,0.000453282,0.000453282
616,6750.13,0.28716,0.24675,0.95793,0.89487,0.9,0.89082,0.59268,1.11097,0.66224,2.46528,0.000450763,0.000450763,0.000450763
617,6760.78,0.28797,0.24444,0.98586,0.89487,0.9,0.89082,0.59268,1.11097,0.66224,2.46528,0.000448244,0.000448244,0.000448244
618,6771.44,0.31415,0.29835,0.99637,0.89501,0.9,0.8905,0.58685,1.16315,0.66386,2.52467,0.000445725,0.000445725,0.000445725
619,6782.17,0.27101,0.23389,0.96493,0.89501,0.9,0.8905,0.58685,1.16315,0.66386,2.52467,0.000443206,0.000443206,0.000443206
620,6792.99,0.2606,0.24403,0.95265,0.89497,0.9,0.89044,0.55813,1.21214,0.66495,2.59752,0.000440687,0.000440687,0.000440687
621,6804.08,0.2801,0.23447,0.96608,0.89497,0.9,0.89044,0.55813,1.21214,0.66495,2.59752,0.000438168,0.000438168,0.000438168
622,6815.22,0.3051,0.26501,0.96868,0.89497,0.9,0.89056,0.58671,1.24252,0.67114,2.63111,0.000435649,0.000435649,0.000435649
623,6825.95,0.30227,0.27738,1.02283,0.89497,0.9,0.89056,0.58671,1.24252,0.67114,2.63111,0.00043313,0.00043313,0.00043313
624,6836.66,0.29138,0.25408,0.98401,0.8949,0.9,0.89096,0.56526,1.19743,0.65689,2.55216,0.000430611,0.000430611,0.000430611
625,6847.58,0.28126,0.24057,1.00324,0.8949,0.9,0.89096,0.56526,1.19743,0.65689,2.55216,0.000428092,0.000428092,0.000428092
626,6858.66,0.25999,0.26737,0.96432,0.99404,1,0.995,0.61514,1.18355,0.56261,2.53574,0.000425573,0.000425573,0.000425573
627,6869.58,0.32782,0.29516,1.05212,0.99404,1,0.995,0.61514,1.18355,0.56261,2.53574,0.000423053,0.000423053,0.000423053
628,6880.86,0.2261,0.22488,0.96789,0.9939,1,0.995,0.64858,1.14765,0.53986,2.5108,0.000420534,0.000420534,0.000420534
629,6891.44,0.28031,0.28839,0.98713,0.9939,1,0.995,0.64858,1.14765,0.53986,2.5108,0.000418015,0.000418015,0.000418015
630,6902.13,0.29155,0.24896,0.98871,0.99481,1,0.995,0.65268,1.109,0.50934,2.45094,0.000415496,0.000415496,0.000415496
631,6912.84,0.26451,0.24171,0.95331,0.99481,1,0.995,0.65268,1.109,0.50934,2.45094,0.000412977,0.000412977,0.000412977
632,6924.05,0.2747,0.25863,0.9997,0.998,1,0.995,0.64312,1.09442,0.54898,2.45377,0.000410458,0.000410458,0.000410458
633,6934.88,0.29658,0.24341,1.01969,0.998,1,0.995,0.64312,1.09442,0.54898,2.45377,0.000407939,0.000407939,0.000407939
634,6945.87,0.25118,0.22497,0.90669,0.99272,1,0.995,0.6522,1.10519,0.54588,2.47848,0.00040542,0.00040542,0.00040542
635,6956.47,0.2489,0.23608,0.95874,0.99272,1,0.995,0.6522,1.10519,0.54588,2.47848,0.000402901,0.000402901,0.000402901
636,6967.46,0.33588,0.31188,1.08125,0.99408,1,0.995,0.65319,1.12224,0.54656,2.49556,0.000400382,0.000400382,0.000400382
637,6978.28,0.27091,0.2273,0.98039,0.99408,1,0.995,0.65319,1.12224,0.54656,2.49556,0.000397863,0.000397863,0.000397863
638,6989.29,0.25346,0.23839,0.96258,0.99684,1,0.995,0.65058,1.15019,0.52015,2.51599,0.000395344,0.000395344,0.000395344
639,7000,0.2999,0.24941,0.98949,0.99684,1,0.995,0.65058,1.15019,0.52015,2.51599,0.000392824,0.000392824,0.000392824
640,7011.06,0.28509,0.26786,1.00938,0.98942,1,0.995,0.63417,1.16338,0.48986,2.53262,0.000390305,0.000390305,0.000390305
641,7021.65,0.24161,0.24002,1.00228,0.98942,1,0.995,0.63417,1.16338,0.48986,2.53262,0.000387786,0.000387786,0.000387786
642,7032.3,0.278,0.24169,0.99336,0.98987,1,0.995,0.65766,1.16946,0.4941,2.54335,0.000385267,0.000385267,0.000385267
643,7043.05,0.27767,0.22902,0.95113,0.98987,1,0.995,0.65766,1.16946,0.4941,2.54335,0.000382748,0.000382748,0.000382748
644,7054.09,0.27781,0.29039,0.96274,0.99216,1,0.995,0.65085,1.16794,0.52296,2.55851,0.000380229,0.000380229,0.000380229
645,7064.82,0.23737,0.25917,0.94832,0.99216,1,0.995,0.65085,1.16794,0.52296,2.55851,0.00037771,0.00037771,0.00037771
646,7076.01,0.26172,0.24556,0.91303,0.99292,1,0.995,0.66433,1.17567,0.51241,2.5892,0.000375191,0.000375191,0.000375191
647,7086.64,0.2696,0.27746,0.99628,0.99292,1,0.995,0.66433,1.17567,0.51241,2.5892,0.000372672,0.000372672,0.000372672
648,7097.4,0.28085,0.25296,0.9724,0.99325,1,0.995,0.65737,1.18718,0.49426,2.59647,0.000370153,0.000370153,0.000370153
649,7108.02,0.31846,0.22973,0.9885,0.99325,1,0.995,0.65737,1.18718,0.49426,2.59647,0.000367634,0.000367634,0.000367634
650,7119.04,0.23539,0.24581,0.96311,0.99337,1,0.995,0.65656,1.19473,0.48984,2.61328,0.000365115,0.000365115,0.000365115
651,7129.7,0.24962,0.24229,0.9945,0.99337,1,0.995,0.65656,1.19473,0.48984,2.61328,0.000362595,0.000362595,0.000362595
652,7140.87,0.26278,0.23578,0.98699,0.99296,1,0.995,0.63347,1.20374,0.4968,2.60133,0.000360076,0.000360076,0.000360076
653,7151.46,0.31389,0.26019,1.00451,0.99296,1,0.995,0.63347,1.20374,0.4968,2.60133,0.000357557,0.000357557,0.000357557
654,7162.24,0.29979,0.23623,0.94072,0.99305,1,0.995,0.61054,1.2168,0.49896,2.63546,0.000355038,0.000355038,0.000355038
655,7172.96,0.28359,0.2908,0.98256,0.99305,1,0.995,0.61054,1.2168,0.49896,2.63546,0.000352519,0.000352519,0.000352519
656,7184.12,0.26578,0.25683,0.95953,0.99264,1,0.995,0.59461,1.22786,0.494,2.65963,0.00035,0.00035,0.00035
657,7194.89,0.2572,0.23167,0.95295,0.99264,1,0.995,0.59461,1.22786,0.494,2.65963,0.000347481,0.000347481,0.000347481
658,7206.03,0.26913,0.27259,0.99607,0.9925,1,0.995,0.59543,1.25212,0.49191,2.67674,0.000344962,0.000344962,0.000344962
659,7216.79,0.27024,0.22553,0.96254,0.9925,1,0.995,0.59543,1.25212,0.49191,2.67674,0.000342443,0.000342443,0.000342443
660,7227.75,0.30611,0.28085,1.02579,0.99241,1,0.995,0.60295,1.25303,0.49626,2.66813,0.000339924,0.000339924,0.000339924
661,7238.39,0.35316,0.28866,0.98829,0.99241,1,0.995,0.60295,1.25303,0.49626,2.66813,0.000337405,0.000337405,0.000337405
662,7249.39,0.24034,0.22017,0.97324,0.9916,1,0.995,0.6045,1.2341,0.52118,2.62525,0.000334885,0.000334885,0.000334885
663,7260,0.28179,0.21605,0.97166,0.9916,1,0.995,0.6045,1.2341,0.52118,2.62525,0.000332366,0.000332366,0.000332366
664,7271.21,0.25392,0.25796,1.00519,0.99226,1,0.995,0.64073,1.20694,0.51143,2.59716,0.000329847,0.000329847,0.000329847
665,7281.96,0.28411,0.22132,0.99426,0.99226,1,0.995,0.64073,1.20694,0.51143,2.59716,0.000327328,0.000327328,0.000327328
666,7292.66,0.32317,0.30366,0.98071,0.99624,1,0.995,0.65387,1.17051,0.51298,2.54976,0.000324809,0.000324809,0.000324809
667,7303.27,0.2393,0.20935,0.95061,0.99624,1,0.995,0.65387,1.17051,0.51298,2.54976,0.00032229,0.00032229,0.00032229
668,7314.47,0.24034,0.24096,0.95149,0.99816,1,0.995,0.64689,1.11664,0.52245,2.50524,0.000319771,0.000319771,0.000319771
669,7325.2,0.26844,0.2846,0.97447,0.99816,1,0.995,0.64689,1.11664,0.52245,2.50524,0.000317252,0.000317252,0.000317252
670,7336.65,0.25845,0.24178,0.98453,0.99816,1,0.995,0.67209,1.07364,0.51807,2.45706,0.000314733,0.000314733,0.000314733
671,7347.34,0.30163,0.24694,1.00985,0.99816,1,0.995,0.67209,1.07364,0.51807,2.45706,0.000312214,0.000312214,0.000312214
672,7358.09,0.30067,0.24531,0.98296,0.99808,1,0.995,0.68385,1.04966,0.50537,2.42538,0.000309695,0.000309695,0.000309695
673,7368.8,0.28134,0.26223,0.98823,0.99808,1,0.995,0.68385,1.04966,0.50537,2.42538,0.000307176,0.000307176,0.000307176
674,7379.74,0.24959,0.23401,0.97489,0.99656,1,0.995,0.70489,1.03189,0.48341,2.40409,0.000304656,0.000304656,0.000304656
675,7390.25,0.22821,0.26102,0.97585,0.99656,1,0.995,0.70489,1.03189,0.48341,2.40409,0.000302137,0.000302137,0.000302137
676,7401.21,0.32616,0.25466,1.02934,0.99579,1,0.995,0.70281,1.00206,0.46328,2.4019,0.000299618,0.000299618,0.000299618
677,7412.23,0.27568,0.24119,0.98198,0.99579,1,0.995,0.70281,1.00206,0.46328,2.4019,0.000297099,0.000297099,0.000297099
678,7422.99,0.27181,0.24221,0.98399,0.99547,1,0.995,0.71581,1.0001,0.46231,2.40565,0.00029458,0.00029458,0.00029458
679,7433.72,0.23622,0.25915,0.94688,0.99547,1,0.995,0.71581,1.0001,0.46231,2.40565,0.000292061,0.000292061,0.000292061
680,7445,0.24557,0.22318,0.98182,0.99548,1,0.995,0.71172,1.01697,0.48527,2.43458,0.000289542,0.000289542,0.000289542
681,7455.73,0.30873,0.23985,1.00215,0.99548,1,0.995,0.71172,1.01697,0.48527,2.43458,0.000287023,0.000287023,0.000287023
682,7466.94,0.24003,0.23187,0.96559,0.99605,1,0.995,0.69955,1.02847,0.51083,2.4647,0.000284504,0.000284504,0.000284504
683,7477.8,0.25796,0.22345,0.98353,0.99605,1,0.995,0.69955,1.02847,0.51083,2.4647,0.000281985,0.000281985,0.000281985
684,7488.45,0.29052,0.25338,0.99697,1,0.9987,0.995,0.694,1.04591,0.53791,2.4917,0.000279466,0.000279466,0.000279466
685,7499.16,0.28767,0.31347,0.97358,1,0.9987,0.995,0.694,1.04591,0.53791,2.4917,0.000276947,0.000276947,0.000276947
686,7510.13,0.2422,0.23269,0.95536,1,0.99075,0.995,0.67739,1.05336,0.53761,2.48207,0.000274427,0.000274427,0.000274427
687,7520.71,0.23724,0.22883,0.96925,1,0.99075,0.995,0.67739,1.05336,0.53761,2.48207,0.000271908,0.000271908,0.000271908
688,7531.66,0.27257,0.25551,0.96858,0.90771,0.9848,0.98591,0.67089,1.04679,0.54265,2.45976,0.000269389,0.000269389,0.000269389
689,7542.31,0.28699,0.25952,0.98368,0.90771,0.9848,0.98591,0.67089,1.04679,0.54265,2.45976,0.00026687,0.00026687,0.00026687
690,7552.95,0.26594,0.25177,0.93816,0.98431,0.9,0.97833,0.69562,1.03209,0.52956,2.42681,0.000264351,0.000264351,0.000264351
691,7563.52,0.27283,0.41726,1.02211,0.98431,0.9,0.97833,0.69562,1.03209,0.52956,2.42681,0.000261832,0.000261832,0.000261832
692,7574.69,0.28486,0.25037,0.98522,0.98425,0.9,0.97192,0.69256,1.0153,0.54731,2.42304,0.000259313,0.000259313,0.000259313
693,7585.43,0.21766,0.20971,0.9468,0.98425,0.9,0.97192,0.69256,1.0153,0.54731,2.42304,0.000256794,0.000256794,0.000256794
694,7596.41,0.28439,0.23906,1.02321,0.98425,0.9,0.96643,0.68117,1.01261,0.56782,2.44227,0.000254275,0.000254275,0.000254275
695,7607.33,0.24528,0.23836,0.97661,0.98425,0.9,0.96643,0.68117,1.01261,0.56782,2.44227,0.000251756,0.000251756,0.000251756
696,7617.94,0.28837,0.23591,0.95237,0.98261,0.9,0.96167,0.67545,1.01494,0.57607,2.46539,0.000249237,0.000249237,0.000249237
697,7628.51,0.2679,0.25702,0.93399,0.98261,0.9,0.96167,0.67545,1.01494,0.57607,2.46539,0.000246718,0.000246718,0.000246718
698,7639.6,0.26936,0.26323,0.94457,0.97979,0.9,0.96167,0.67272,1.0239,0.58427,2.47406,0.000244198,0.000244198,0.000244198
699,7650.37,0.22607,0.21452,0.97036,0.97979,0.9,0.96167,0.67272,1.0239,0.58427,2.47406,0.000241679,0.000241679,0.000241679
700,7661.32,0.29793,0.31336,1.02047,0.98196,0.9,0.96643,0.66654,1.04854,0.58867,2.50073,0.00023916,0.00023916,0.00023916
701,7672.23,0.24316,0.21045,0.9578,0.98196,0.9,0.96643,0.66654,1.04854,0.58867,2.50073,0.000236641,0.000236641,0.000236641
702,7682.91,0.20212,0.2186,0.95237,0.98579,0.9,0.97192,0.66539,1.05823,0.57553,2.50528,0.000234122,0.000234122,0.000234122
703,7693.49,0.26407,0.232,0.99177,0.98579,0.9,0.97192,0.66539,1.05823,0.57553,2.50528,0.000231603,0.000231603,0.000231603
704,7704.57,0.3504,0.2594,1.01416,0.98892,0.9,0.98591,0.69277,1.05525,0.5499,2.48254,0.000229084,0.000229084,0.000229084
705,7715.26,0.28839,0.26118,1.04744,0.98892,0.9,0.98591,0.69277,1.05525,0.5499,2.48254,0.000226565,0.000226565,0.000226565
706,7726.02,0.23914,0.25769,0.92217,0.99043,0.9,0.98591,0.67411,1.05818,0.52616,2.46569,0.000224046,0.000224046,0.000224046
707,7736.75,0.29488,0.25781,1.05447,0.99043,0.9,0.98591,0.67411,1.05818,0.52616,2.46569,0.000221527,0.000221527,0.000221527
708,7747.25,0.23657,0.21109,0.97255,1,0.99613,0.995,0.68516,1.05527,0.49537,2.45029,0.000219008,0.000219008,0.000219008
709,7757.91,0.25571,0.23823,0.94267,1,0.99613,0.995,0.68516,1.05527,0.49537,2.45029,0.000216489,0.000216489,0.000216489
710,7768.76,0.22986,0.21238,0.98749,0.99724,1,0.995,0.69038,1.063,0.47396,2.44089,0.000213969,0.000213969,0.000213969
711,7779.77,0.21357,0.21132,0.96121,0.99724,1,0.995,0.69038,1.063,0.47396,2.44089,0.00021145,0.00021145,0.00021145
712,7790.91,0.30466,0.24876,0.95529,0.99533,1,0.995,0.70236,1.07432,0.46713,2.44013,0.000208931,0.000208931,0.000208931
713,7802.2,0.23592,0.25051,0.94685,0.99533,1,0.995,0.70236,1.07432,0.46713,2.44013,0.000206412,0.000206412,0.000206412
714,7812.88,0.19961,0.19805,0.95928,0.99482,1,0.995,0.68735,1.09083,0.46023,2.44111,0.000203893,0.000203893,0.000203893
715,7823.54,0.21433,0.21885,0.92927,0.99482,1,0.995,0.68735,1.09083,0.46023,2.44111,0.000201374,0.000201374,0.000201374
716,7835.09,0.21017,0.21031,0.94202,0.9946,1,0.995,0.67819,1.11476,0.47277,2.47983,0.000198855,0.000198855,0.000198855
717,7845.87,0.21465,0.24017,0.95358,0.9946,1,0.995,0.67819,1.11476,0.47277,2.47983,0.000196336,0.000196336,0.000196336
718,7857.03,0.18744,0.20231,0.96461,0.99441,1,0.995,0.68973,1.11912,0.47249,2.48361,0.000193817,0.000193817,0.000193817
719,7867.74,0.26318,0.26536,0.95508,0.99441,1,0.995,0.68973,1.11912,0.47249,2.48361,0.000191298,0.000191298,0.000191298
720,7878.42,0.26189,0.25523,0.95957,0.99438,1,0.995,0.67691,1.13169,0.46567,2.50224,0.000188779,0.000188779,0.000188779
721,7888.99,0.24108,0.24389,0.93403,0.99438,1,0.995,0.67691,1.13169,0.46567,2.50224,0.00018626,0.00018626,0.00018626
722,7899.79,0.2626,0.25826,0.99195,0.99441,1,0.995,0.69012,1.13021,0.4706,2.50396,0.00018374,0.00018374,0.00018374
723,7910.65,0.24935,0.22622,0.94967,0.99441,1,0.995,0.69012,1.13021,0.4706,2.50396,0.000181221,0.000181221,0.000181221
724,7921.41,0.28317,0.22483,0.96589,0.99427,1,0.995,0.69023,1.11058,0.4897,2.49189,0.000178702,0.000178702,0.000178702
725,7932.51,0.29972,0.2845,1.02719,0.99427,1,0.995,0.69023,1.11058,0.4897,2.49189,0.000176183,0.000176183,0.000176183
726,7943.26,0.23106,0.21928,0.97588,0.9941,1,0.995,0.69127,1.09957,0.49187,2.46072,0.000173664,0.000173664,0.000173664
727,7953.94,0.26514,0.21525,0.99806,0.9941,1,0.995,0.69127,1.09957,0.49187,2.46072,0.000171145,0.000171145,0.000171145
728,7964.68,0.27688,0.28686,0.96784,0.99409,1,0.995,0.69812,1.08043,0.48511,2.41258,0.000168626,0.000168626,0.000168626
729,7975.9,0.25415,0.24831,0.95744,0.99409,1,0.995,0.69812,1.08043,0.48511,2.41258,0.000166107,0.000166107,0.000166107
730,7986.79,0.24329,0.21579,0.92418,0.99421,1,0.995,0.69836,1.06608,0.49277,2.38472,0.000163588,0.000163588,0.000163588
731,7997.8,0.23954,0.21168,0.95017,0.99421,1,0.995,0.69836,1.06608,0.49277,2.38472,0.000161069,0.000161069,0.000161069
732,8008.75,0.23779,0.23119,0.96595,0.99404,1,0.995,0.70248,1.05221,0.49694,2.35956,0.00015855,0.00015855,0.00015855
733,8019.39,0.24463,0.29108,0.95289,0.99404,1,0.995,0.70248,1.05221,0.49694,2.35956,0.000156031,0.000156031,0.000156031
734,8030.16,0.23192,0.20298,0.95515,0.99424,1,0.995,0.7069,1.04013,0.49921,2.34516,0.000153511,0.000153511,0.000153511
735,8041.08,0.25048,0.26811,0.9636,0.99424,1,0.995,0.7069,1.04013,0.49921,2.34516,0.000150992,0.000150992,0.000150992
736,8051.87,0.21775,0.21492,0.94647,0.99411,1,0.995,0.70631,1.03451,0.50149,2.34543,0.000148473,0.000148473,0.000148473
737,8063.04,0.29751,0.29643,1.00031,0.99411,1,0.995,0.70631,1.03451,0.50149,2.34543,0.000145954,0.000145954,0.000145954
738,8073.8,0.26887,0.22115,0.99178,0.99409,1,0.995,0.70748,1.025,0.49878,2.3439,0.000143435,0.000143435,0.000143435
739,8084.46,0.23434,0.24405,0.96388,0.99409,1,0.995,0.70748,1.025,0.49878,2.3439,0.000140916,0.000140916,0.000140916
740,8095.28,0.2305,0.22761,0.94411,0.99442,1,0.995,0.71429,1.02249,0.49903,2.34528,0.000138397,0.000138397,0.000138397
741,8106.4,0.19453,0.21576,0.91986,0.99442,1,0.995,0.71429,1.02249,0.49903,2.34528,0.000135878,0.000135878,0.000135878
742,8117.34,0.2367,0.18891,0.96238,0.99448,1,0.995,0.69986,1.00874,0.4902,2.34162,0.000133359,0.000133359,0.000133359
743,8128.45,0.22392,0.2101,0.95966,0.99448,1,0.995,0.69986,1.00874,0.4902,2.34162,0.00013084,0.00013084,0.00013084
744,8139.48,0.22412,0.21878,0.90462,0.99465,1,0.995,0.68542,1.0013,0.49013,2.34714,0.000128321,0.000128321,0.000128321
745,8149.74,0.25709,0.23681,0.93557,0.99465,1,0.995,0.68542,1.0013,0.49013,2.34714,0.000125802,0.000125802,0.000125802
746,8160.21,0.212,0.21723,0.91392,0.99468,1,0.995,0.68133,1.00351,0.47095,2.35445,0.000123282,0.000123282,0.000123282
747,8170.86,0.20223,0.21375,0.94857,0.99468,1,0.995,0.68133,1.00351,0.47095,2.35445,0.000120763,0.000120763,0.000120763
748,8181.48,0.27136,0.31149,1.02687,0.99452,1,0.995,0.6989,0.99871,0.47567,2.34773,0.000118244,0.000118244,0.000118244
749,8192.52,0.21514,0.20121,0.95534,0.99452,1,0.995,0.6989,0.99871,0.47567,2.34773,0.000115725,0.000115725,0.000115725
750,8203.32,0.23389,0.25919,0.94239,0.99442,1,0.995,0.69942,0.99167,0.49896,2.35004,0.000113206,0.000113206,0.000113206
751,8213.97,0.29816,0.26745,0.99885,0.99442,1,0.995,0.69942,0.99167,0.49896,2.35004,0.000110687,0.000110687,0.000110687
752,8224.67,0.2523,0.22881,0.98793,0.99451,1,0.995,0.71712,0.98395,0.4854,2.34675,0.000108168,0.000108168,0.000108168
753,8235.76,0.24869,0.19993,0.96069,0.99451,1,0.995,0.71712,0.98395,0.4854,2.34675,0.000105649,0.000105649,0.000105649
754,8246.7,0.23804,0.22668,1.00003,0.99457,1,0.995,0.71368,0.98092,0.46823,2.33193,0.00010313,0.00010313,0.00010313
755,8257.95,0.20678,0.23793,0.93533,0.99457,1,0.995,0.71368,0.98092,0.46823,2.33193,0.000100611,0.000100611,0.000100611
756,8268.77,0.21399,0.19559,0.97107,0.9946,1,0.995,0.72738,0.96934,0.46403,2.30345,9.80916e-05,9.80916e-05,9.80916e-05
757,8279.55,0.2313,0.20416,0.94841,0.9946,1,0.995,0.72738,0.96934,0.46403,2.30345,9.55725e-05,9.55725e-05,9.55725e-05
758,8290.31,0.22408,0.23085,0.98273,0.9946,1,0.995,0.72738,0.96596,0.46521,2.29131,9.30534e-05,9.30534e-05,9.30534e-05
759,8301.36,0.22036,0.20529,0.95912,0.9946,1,0.995,0.72738,0.96596,0.46521,2.29131,9.05344e-05,9.05344e-05,9.05344e-05
760,8312.08,0.20612,0.1948,0.9339,0.99464,1,0.995,0.72745,0.96134,0.46123,2.30119,8.80153e-05,8.80153e-05,8.80153e-05
